ensgeneid	sym	HC1.coch	HC2.vest	Non.HC1.coch	Non.HC2.vest
ENSMUSG00000077450	Rab11b	109	800	155	723
ENSMUSG00000086922	Gm13835	582	800	568	753
ENSMUSG00000039449	Prpf18	801	566	210	266
ENSMUSG00000075703	Ept1	664	480	801	243
ENSMUSG00000022228	Zfp187	287	238	802	383
ENSMUSG00000038894	Irs2	61	38	111	802
ENSMUSG00000026229	Psmd1	644	437	778	803
ENSMUSG00000028478	Clta	776	644	803	599
ENSMUSG00000032411	Tfdp2	729	803	502	427
ENSMUSG00000038485	Socs7	575	710	803	610
ENSMUSG00000066456	Hmgn3	533	357	803	349
ENSMUSG00000031565	Fgfr1	206	193	804	722
ENSMUSG00000038121	4933403F05Rik	804	409	507	497
ENSMUSG00000072294	Klf12	757	728	804	713
ENSMUSG00000029397	Rchy1	398	166	805	221
ENSMUSG00000031365	Zfp275	319	224	805	471
ENSMUSG00000021470	0610007P08Rik	806	600	683	290
ENSMUSG00000026893	Gca	716	409	806	636
ENSMUSG00000035248	Zcchc6	806	458	753	529
ENSMUSG00000036422	Pcdh8	806	347	18	3
ENSMUSG00000026463	Atp2b4	187	344	301	807
ENSMUSG00000030058	Copg	560	270	533	807
ENSMUSG00000046432	Ngfrap1	787	591	648	807
ENSMUSG00000021704	Mtx3	514	227	808	344
ENSMUSG00000023963	Cyp39a1	41	113	478	808
ENSMUSG00000026833	Olfm1	808	223	475	243
ENSMUSG00000026254	Eif4e2	809	728	331	422
ENSMUSG00000029250	Polr2b	809	653	504	556
ENSMUSG00000030691	Fchsd2	809	294	432	408
ENSMUSG00000046324	Ermp1	806	503	809	554
ENSMUSG00000086587	Gm11837	809	381	161	3
ENSMUSG00000040717	Il17rd	84	331	512	811
ENSMUSG00000022565	Plec	75	19	102	812
ENSMUSG00000086982	Gm8327	497	17	812	37
ENSMUSG00000002981	Clptm1	724	718	541	813
ENSMUSG00000021301	Hecw1	813	365	101	6
ENSMUSG00000030327	Necap1	813	558	535	321
ENSMUSG00000040560	Wdr7	813	378	463	258
ENSMUSG00000082319	Gm8822	469	726	813	761
ENSMUSG00000063317	Usp31	814	756	681	386
ENSMUSG00000034998	Foxn2	284	288	572	815
ENSMUSG00000048096	Lmod1	815	233	64	69
ENSMUSG00000039989	Cbx4	423	293	816	634
ENSMUSG00000034111	Tmed8	641	817	267	265
ENSMUSG00000047773	Ankfn1	817	638	13	5
ENSMUSG00000053889	A130066N16Rik	817	704	32	21
ENSMUSG00000071855	Ccdc112	791	475	817	186
ENSMUSG00000026888	Grb14	356	146	818	109
ENSMUSG00000028936	Rpl22	234	246	533	818
ENSMUSG00000032514	Ttc21a	517	818	21	9
ENSMUSG00000035530	Eif1	265	195	310	818
ENSMUSG00000069094	Pde7a	818	522	758	409
ENSMUSG00000020893	Per1	72	67	135	819
ENSMUSG00000028698	Pik3r3	523	574	819	704
ENSMUSG00000022231	Sema5a	140	49	434	820
ENSMUSG00000024900	Cpt1a	389	278	534	820
ENSMUSG00000025050	Pcgf6	820	285	176	174
ENSMUSG00000027122	2700007P21Rik	529	361	820	558
ENSMUSG00000024563	Smad2	463	321	821	624
ENSMUSG00000032012	Pvrl1	821	226	253	111
ENSMUSG00000068008	Bpifb3	9	2	20	821
ENSMUSG00000021972	Hmbox1	822	615	627	567
ENSMUSG00000047021	Ccdc108	258	822	8	4
ENSMUSG00000049940	Pgrmc2	822	269	524	317
ENSMUSG00000021662	Rgnef	824	378	166	186
ENSMUSG00000024593	Megf10	489	519	275	824
ENSMUSG00000031314	Taf1	821	419	824	695
ENSMUSG00000001864	Aif1l	70	82	495	825
ENSMUSG00000006010	BC003331	777	452	826	372
ENSMUSG00000031642	Sh3rf1	411	296	777	826
ENSMUSG00000040511	Pvr	86	46	197	826
ENSMUSG00000062762	Ei24	449	194	826	501
ENSMUSG00000022425	Enpp2	15	183	442	827
ENSMUSG00000024515	Smad4	698	398	827	660
ENSMUSG00000033436	Armcx2	580	338	827	645
ENSMUSG00000071533	Pcnp	524	532	827	624
ENSMUSG00000001052	Sec24b	576	481	828	694
ENSMUSG00000007080	Pole	24	828	110	96
ENSMUSG00000031808	Slc27a1	156	142	209	828
ENSMUSG00000061601	Pclo	828	569	199	181
ENSMUSG00000005698	Ctcf	641	618	829	705
ENSMUSG00000006673	Qrich1	587	383	829	696
ENSMUSG00000020467	Efemp1	40	15	829	98
ENSMUSG00000024070	Prkd3	247	144	829	588
ENSMUSG00000059921	Unc5c	346	88	829	700
ENSMUSG00000007812	Zfp655	701	469	830	571
ENSMUSG00000025283	Sat1	135	329	830	435
ENSMUSG00000037138	Aff3	367	169	830	453
ENSMUSG00000040435	Ppp1r15a	105	83	185	830
ENSMUSG00000044548	Dact1	106	271	830	137
ENSMUSG00000016308	Ube2a	831	605	650	304
ENSMUSG00000022890	Atp5j	710	602	823	831
ENSMUSG00000029469	Ift81	536	831	374	181
ENSMUSG00000021981	Cab39l	430	219	832	290
ENSMUSG00000024725	Ostf1	311	428	832	169
ENSMUSG00000034501	1810048J11Rik	822	832	275	156
ENSMUSG00000037172	E330009J07Rik	832	434	334	335
ENSMUSG00000019978	Epb4.1l2	211	230	601	833
ENSMUSG00000030942	Thumpd1	833	737	634	124
ENSMUSG00000007458	M6pr	834	384	671	635
ENSMUSG00000022707	Gbe1	397	294	834	444
ENSMUSG00000025766	D3Ertd751e	834	353	597	161
ENSMUSG00000030232	Aebp2	729	322	834	810
ENSMUSG00000032020	Ubash3b	834	434	712	171
ENSMUSG00000059878	Zfp422	474	323	834	443
ENSMUSG00000069089	Cdk7	439	442	787	834
ENSMUSG00000006373	Pgrmc1	516	547	835	644
ENSMUSG00000015149	Sirt2	264	631	659	835
ENSMUSG00000017760	Ctsa	121	78	288	835
ENSMUSG00000025758	Plk4	836	244	226	138
ENSMUSG00000030850	Ate1	777	836	791	387
ENSMUSG00000035227	Spcs2	344	210	836	605
ENSMUSG00000039285	Azi2	836	425	725	433
ENSMUSG00000052056	Zfp217	351	221	836	447
ENSMUSG00000020070	Rufy2	837	394	772	319
ENSMUSG00000026436	Elk4	717	481	837	568
ENSMUSG00000040596	Pogk	762	302	837	543
ENSMUSG00000071252	2210408I21Rik	658	561	837	168
ENSMUSG00000038069	Cdkn2aip	741	335	838	510
ENSMUSG00000015839	Nfe2l2	365	386	840	837
ENSMUSG00000030304	Ergic2	840	395	550	366
ENSMUSG00000035770	Dync1li2	765	454	840	589
ENSMUSG00000053536	Cstf2t	583	748	840	323
ENSMUSG00000003617	Cp	43	22	63	841
ENSMUSG00000063895	Nupl1	807	841	398	396
ENSMUSG00000022587	Ly6e	77	251	286	842
ENSMUSG00000029128	Rab28	842	554	800	169
ENSMUSG00000047879	Usp14	790	525	842	430
ENSMUSG00000036810	Tmem188	843	472	502	325
ENSMUSG00000048118	Arid4a	831	466	843	479
ENSMUSG00000022150	Dab2	15	32	370	844
ENSMUSG00000029790	Tsga14	133	693	265	844
ENSMUSG00000024588	Fech	845	818	335	441
ENSMUSG00000027555	Car13	396	33	845	272
ENSMUSG00000020431	Adcy1	719	846	188	176
ENSMUSG00000022528	Hes1	297	229	846	205
ENSMUSG00000028798	Eif3i	430	324	703	846
ENSMUSG00000039046	Usp6nl	846	624	509	628
ENSMUSG00000028312	Smc2	422	197	847	259
ENSMUSG00000028389	Zfp37	231	318	847	323
ENSMUSG00000041236	Vps41	847	482	831	482
ENSMUSG00000002997	Prkar2b	98	73	331	848
ENSMUSG00000022323	Hrsp12	323	207	848	228
ENSMUSG00000028583	Pdpn	28	41	264	848
ENSMUSG00000032515	Csrnp1	49	74	79	849
ENSMUSG00000005103	Wdr1	342	248	398	850
ENSMUSG00000020484	Xbp1	182	170	413	850
ENSMUSG00000044365	Cxxc4	270	850	687	229
ENSMUSG00000054708	Ankrd24	850	440	42	53
ENSMUSG00000059482	2610301B20Rik	850	804	418	170
ENSMUSG00000003363	Pld3	90	53	170	851
ENSMUSG00000021061	Spnb1	851	84	83	76
ENSMUSG00000067336	Bmpr2	717	479	573	851
ENSMUSG00000026005	Rpe	853	586	850	443
ENSMUSG00000021466	Ptch1	293	303	634	854
ENSMUSG00000036782	Klhl13	185	171	854	511
ENSMUSG00000051615	Rap2a	376	419	854	760
ENSMUSG00000026687	Aldh9a1	855	158	384	189
ENSMUSG00000052299	Ltn1	606	603	855	566
ENSMUSG00000035566	Pcdh17	36	0	856	493
ENSMUSG00000037355	4933407H18Rik	856	676	526	268
ENSMUSG00000038084	Opa1	856	561	780	680
ENSMUSG00000028433	Ubap2	719	426	610	857
ENSMUSG00000026944	Abca2	234	280	186	859
ENSMUSG00000024404	Riok3	806	533	860	455
ENSMUSG00000030824	Nucb1	126	122	264	860
ENSMUSG00000022682	Rrn3	861	451	650	528
ENSMUSG00000031604	Sc4mol	592	861	675	344
ENSMUSG00000038503	Mesdc2	380	396	861	763
ENSMUSG00000072663	Spef2	624	861	37	24
ENSMUSG00000035949	Fbxw2	862	491	601	309
ENSMUSG00000036377	C530008M17Rik	438	862	288	82
ENSMUSG00000039473	Ubn1	862	345	473	321
ENSMUSG00000067274	Rplp0	52	96	183	862
ENSMUSG00000019370	Calm3	863	243	504	441
ENSMUSG00000024240	Epc1	704	402	863	741
ENSMUSG00000025352	Gdf11	849	316	863	343
ENSMUSG00000059796	Eif4a1	861	401	737	863
ENSMUSG00000091002	Tcerg1l	863	206	12	3
ENSMUSG00000028745	Capzb	685	201	864	656
ENSMUSG00000029144	Gtf3c2	808	427	864	820
ENSMUSG00000031938	4931406C07Rik	380	416	864	785
ENSMUSG00000032560	Dnajc13	864	561	800	554
ENSMUSG00000036873	2410004B18Rik	733	404	864	227
ENSMUSG00000040720	1110037F02Rik	864	619	718	550
ENSMUSG00000090919	Pabpc4l	141	52	864	172
ENSMUSG00000026918	Brd3	865	721	619	549
ENSMUSG00000033685	Ucp2	399	108	199	865
ENSMUSG00000040586	Ofd1	865	364	633	237
ENSMUSG00000052512	Nav2	163	281	865	658
ENSMUSG00000024924	Vldlr	370	232	866	224
ENSMUSG00000025404	R3hdm2	866	355	603	735
ENSMUSG00000036231	Agr3	107	637	277	866
ENSMUSG00000021578	Ccdc127	867	663	622	395
ENSMUSG00000029263	Pigg	867	219	711	291
ENSMUSG00000030199	Etv6	680	152	867	723
ENSMUSG00000050953	Gja1	119	110	867	138
ENSMUSG00000025724	Sec11a	868	509	565	570
ENSMUSG00000028282	Casp8ap2	772	349	868	454
ENSMUSG00000001173	Ocrl	607	557	869	826
ENSMUSG00000031835	Mbtps1	205	149	539	869
ENSMUSG00000055371	Stam2	452	239	869	461
ENSMUSG00000000168	Dlat	870	770	762	387
ENSMUSG00000039633	Lonrf1	870	585	507	414
ENSMUSG00000050549	5730508B09Rik	870	462	105	48
ENSMUSG00000018736	Ndel1	871	278	315	205
ENSMUSG00000031503	Col4a2	98	29	264	871
ENSMUSG00000044627	Swi5	298	135	871	471
ENSMUSG00000008429	Herpud2	784	399	872	537
ENSMUSG00000028081	Rps3a	191	372	452	873
ENSMUSG00000020032	Nuak1	874	214	421	403
ENSMUSG00000025040	Fundc1	440	319	874	396
ENSMUSG00000030061	Uba3	735	754	874	528
ENSMUSG00000024479	Mal2	236	430	875	486
ENSMUSG00000027357	Crls1	557	452	875	224
ENSMUSG00000027981	Rnpc3	875	469	417	156
ENSMUSG00000039178	Tbc1d19	875	610	545	260
ENSMUSG00000059436	Max	875	571	721	571
ENSMUSG00000009013	Dynll1	322	437	531	876
ENSMUSG00000020525	Ppm1d	876	773	506	350
ENSMUSG00000021738	Atxn7	869	524	876	772
ENSMUSG00000026425	Srgap2	492	302	877	358
ENSMUSG00000038975	Rabggtb	696	254	877	510
ENSMUSG00000062184	Hs6st2	509	834	877	331
ENSMUSG00000019124	Scrn1	660	667	878	475
ENSMUSG00000021917	Spcs1	583	638	878	489
ENSMUSG00000060904	Arl1	312	509	754	878
ENSMUSG00000061455	Stx17	397	254	878	788
ENSMUSG00000032475	Nck1	574	405	879	365
ENSMUSG00000074238	Ap1ar	879	406	496	527
ENSMUSG00000074934	Grem1	28	21	13	879
ENSMUSG00000025024	Smndc1	880	861	666	425
ENSMUSG00000070056	Mfhas1	880	158	353	342
ENSMUSG00000030122	Ptms	261	39	790	881
ENSMUSG00000033111	3830406C13Rik	881	407	539	187
ENSMUSG00000047777	Phf13	357	168	643	881
ENSMUSG00000000826	Dnajc5	833	477	882	702
ENSMUSG00000015647	Lama5	182	41	329	882
ENSMUSG00000027562	Car2	882	199	820	319
ENSMUSG00000022663	Atg3	883	209	706	217
ENSMUSG00000082575	Gm13050	43	122	51	883
ENSMUSG00000018583	G3bp1	688	442	884	478
ENSMUSG00000027875	Hmgcs2	17	5	111	884
ENSMUSG00000029068	Ccnl2	884	379	432	444
ENSMUSG00000062949	Atp11c	524	239	884	254
ENSMUSG00000031502	Col4a1	56	36	558	885
ENSMUSG00000056919	4922501C03Rik	829	885	414	180
ENSMUSG00000068082	Grxcr1	885	515	16	1
ENSMUSG00000023830	Igf2r	322	132	886	641
ENSMUSG00000071847	Apcdd1	14	46	47	886
ENSMUSG00000022378	Fam49b	887	317	675	281
ENSMUSG00000038116	Phf20	887	461	294	326
ENSMUSG00000002052	Supt6h	763	474	538	888
ENSMUSG00000019923	Zwint	888	750	640	394
ENSMUSG00000064210	Ano6	51	26	576	888
ENSMUSG00000074698	Csnk2a1	681	631	888	477
ENSMUSG00000035596	Mboat7	889	129	442	427
ENSMUSG00000037242	Clic4	830	468	806	889
ENSMUSG00000020917	Acly	890	600	610	803
ENSMUSG00000038005	2700029M09Rik	890	339	546	175
ENSMUSG00000073043	Atoh1	890	380	25	9
ENSMUSG00000022358	Fbxo32	392	891	642	674
ENSMUSG00000032803	Cdv3	268	543	668	891
ENSMUSG00000034801	Sos2	672	664	891	632
ENSMUSG00000039033	Tasp1	442	356	891	129
ENSMUSG00000029924	Slc37a3	769	521	893	455
ENSMUSG00000045482	Trrap	609	615	530	893
ENSMUSG00000060176	Kif27	704	893	40	36
ENSMUSG00000036606	Plxnb2	280	190	392	894
ENSMUSG00000041815	Poldip3	641	249	651	894
ENSMUSG00000022635	Zcrb1	760	313	895	344
ENSMUSG00000028098	Rnf115	566	424	895	316
ENSMUSG00000044352	Sowaha	895	430	589	130
ENSMUSG00000046876	Atxn1	895	605	328	383
ENSMUSG00000050071	Bex1	818	895	859	606
ENSMUSG00000027746	Ufm1	610	393	896	272
ENSMUSG00000040078	Gm9769	236	896	474	498
ENSMUSG00000042678	Myo15	756	896	27	13
ENSMUSG00000034115	Scn11a	897	183	9	0
ENSMUSG00000042104	Uggt2	735	364	897	368
ENSMUSG00000058704	Memo1	657	508	897	265
ENSMUSG00000073062	Zxdb	508	273	897	234
ENSMUSG00000020393	Kremen1	898	386	668	659
ENSMUSG00000029313	Aff1	358	218	743	898
ENSMUSG00000053062	Jam2	190	82	36	898
ENSMUSG00000027506	Tpd52	351	584	581	899
ENSMUSG00000027810	Eif2a	659	561	899	710
ENSMUSG00000033352	Map2k4	760	367	899	787
ENSMUSG00000036916	Zfp280c	899	458	555	332
ENSMUSG00000038393	Txnip	305	480	727	899
ENSMUSG00000000740	Rpl13	336	3	900	47
ENSMUSG00000019866	Aim1	35	76	355	900
ENSMUSG00000028673	Fuca1	121	99	416	900
ENSMUSG00000035305	Ror1	177	102	669	900
ENSMUSG00000027804	Ppid	901	437	396	234
ENSMUSG00000036779	Papd5	901	575	572	398
ENSMUSG00000060681	Slc9a6	539	322	901	631
ENSMUSG00000025139	Tollip	510	396	902	601
ENSMUSG00000028960	Ube4b	779	609	902	890
ENSMUSG00000041779	Tram2	317	69	902	732
ENSMUSG00000086651	na	559	493	902	275
ENSMUSG00000021062	Rab15	903	413	357	146
ENSMUSG00000026064	Ptp4a1	414	288	903	529
ENSMUSG00000043207	Zmpste24	904	319	643	611
ENSMUSG00000010529	Gm266	313	905	160	268
ENSMUSG00000034342	Cbl	905	721	564	545
ENSMUSG00000072692	Gm13826	26	119	120	905
ENSMUSG00000019857	Asf1a	693	478	906	551
ENSMUSG00000028278	Rragd	840	906	331	389
ENSMUSG00000002489	Tiam1	77	296	676	907
ENSMUSG00000010663	Fads1	190	150	740	907
ENSMUSG00000031818	Cox4i1	117	103	260	907
ENSMUSG00000029287	Tgfbr3	74	42	288	909
ENSMUSG00000041245	Wnk3-ps	909	722	368	168
ENSMUSG00000031812	Map1lc3b	197	318	504	910
ENSMUSG00000074227	Spint2	303	302	435	910
ENSMUSG00000003429	Rps11	96	129	396	911
ENSMUSG00000020949	Fkbp3	552	392	911	355
ENSMUSG00000024420	Zfp521	100	146	911	404
ENSMUSG00000040356	Skiv2l	912	204	441	263
ENSMUSG00000023186	Vwa5a	63	60	913	509
ENSMUSG00000030447	Cyfip1	293	178	913	664
ENSMUSG00000024841	Eif1ad	416	306	914	254
ENSMUSG00000028452	Vcp	529	357	914	332
ENSMUSG00000029438	Bcl7a	914	422	419	236
ENSMUSG00000090867	na	853	285	914	348
ENSMUSG00000000563	Atp5f1	915	832	710	562
ENSMUSG00000020122	Egfr	610	717	915	756
ENSMUSG00000034300	Fam53c	863	471	915	875
ENSMUSG00000035513	Ntng2	915	183	88	108
ENSMUSG00000075324	Fign	422	830	915	311
ENSMUSG00000026393	Nek7	865	761	916	599
ENSMUSG00000039852	Rere	719	361	893	916
ENSMUSG00000022234	Cct5	606	346	678	917
ENSMUSG00000037896	Rcor1	917	482	772	634
ENSMUSG00000060419	Rps16-ps2	24	69	151	917
ENSMUSG00000029433	Diablo	918	718	330	230
ENSMUSG00000032666	1700025G04Rik	418	520	913	918
ENSMUSG00000062627	Mysm1	918	471	763	534
ENSMUSG00000078812	Eif5a	567	262	767	918
ENSMUSG00000075028	Prdm11	180	130	919	814
ENSMUSG00000001555	Fkbp10	45	56	475	920
ENSMUSG00000002748	Baz1b	920	479	848	700
ENSMUSG00000014602	Kif1a	809	354	579	920
ENSMUSG00000027350	Chgb	920	751	48	5
ENSMUSG00000029775	Klhdc10	868	511	920	917
ENSMUSG00000000957	Mmp14	133	90	875	923
ENSMUSG00000004668	Abca13	12	90	67	923
ENSMUSG00000024271	Elp2	923	769	556	291
ENSMUSG00000025920	Stau2	867	495	923	602
ENSMUSG00000052707	Tnrc6a	923	671	705	463
ENSMUSG00000026409	Pfkfb2	924	605	447	391
ENSMUSG00000033792	Atp7a	218	238	925	590
ENSMUSG00000034893	Cog3	925	365	522	389
ENSMUSG00000026384	Ptpn4	926	686	794	514
ENSMUSG00000042613	Pbxip1	199	206	480	926
ENSMUSG00000075334	Rprm	926	263	103	63
ENSMUSG00000024556	Me2	927	167	388	168
ENSMUSG00000027160	Ccdc34	649	474	927	200
ENSMUSG00000056752	Dnahc9	50	927	47	3
ENSMUSG00000007739	Cct4	928	688	721	630
ENSMUSG00000021318	Gli3	235	39	929	233
ENSMUSG00000029616	Erp29	534	293	689	930
ENSMUSG00000032375	Aph1b	848	930	613	276
ENSMUSG00000043733	Ptpn11	930	369	538	645
ENSMUSG00000060214	Gm8203	658	722	585	930
ENSMUSG00000030103	Bhlhe40	59	98	207	931
ENSMUSG00000053470	Kdm3a	931	472	821	847
ENSMUSG00000014355	Anapc1	848	664	932	912
ENSMUSG00000001441	Npepps	670	717	934	634
ENSMUSG00000020427	Igfbp3	885	471	935	295
ENSMUSG00000024940	Ltbp3	53	21	265	935
ENSMUSG00000030313	Dennd5b	795	935	176	109
ENSMUSG00000036295	Lrrn3	935	214	38	89
ENSMUSG00000037149	Ddx1	935	619	666	607
ENSMUSG00000018339	Gpx3	10	30	99	936
ENSMUSG00000020380	Rad50	724	310	936	485
ENSMUSG00000024370	Cdc23	936	475	792	603
ENSMUSG00000030105	Arl8b	936	736	870	595
ENSMUSG00000025239	Limd1	937	404	550	535
ENSMUSG00000049904	Tmem17	937	557	488	118
ENSMUSG00000054079	Utp18	937	340	463	131
ENSMUSG00000015806	Qdpr	938	356	477	155
ENSMUSG00000038773	Kdm3b	843	522	781	938
ENSMUSG00000036452	Arhgap26	939	255	228	905
ENSMUSG00000008734	Gprc5b	57	84	210	940
ENSMUSG00000026111	Unc50	433	289	940	506
ENSMUSG00000051730	Mettl5	689	469	940	99
ENSMUSG00000025006	Sorbs1	941	155	56	118
ENSMUSG00000038696	Mapkap1	677	526	941	725
ENSMUSG00000046192	Iqub	405	942	10	15
ENSMUSG00000038462	Uqcrfs1	717	713	943	377
ENSMUSG00000046101	6030422M02Rik	568	141	943	9
ENSMUSG00000052144	Ppp4r2	943	645	877	412
ENSMUSG00000029635	Cdk8	944	709	430	327
ENSMUSG00000029772	Ahcyl2	944	521	607	459
ENSMUSG00000021051	Ppp2r5e	945	580	667	447
ENSMUSG00000069085	Dytn	945	404	31	9
ENSMUSG00000013236	Ptprs	153	107	342	946
ENSMUSG00000028223	Decr1	322	573	946	491
ENSMUSG00000029275	Gfi1	679	946	17	4
ENSMUSG00000036580	Spg20	437	427	946	349
ENSMUSG00000040848	Sft2d2	483	124	798	946
ENSMUSG00000041225	Arhgap12	708	417	946	663
ENSMUSG00000022783	Spag6	658	947	57	52
ENSMUSG00000035898	Uba6	947	533	544	344
ENSMUSG00000020288	Ahsa2	948	931	314	204
ENSMUSG00000038080	Kdm1b	948	314	848	180
ENSMUSG00000021676	Iqgap2	259	219	219	949
ENSMUSG00000024789	Jak2	810	702	949	499
ENSMUSG00000025616	Usp16	949	617	839	507
ENSMUSG00000025531	Chm	652	301	950	589
ENSMUSG00000052062	Pard3b	950	534	393	224
ENSMUSG00000030307	Slc6a11	951	122	16	3
ENSMUSG00000033769	Exoc6b	492	237	746	951
ENSMUSG00000034487	Kdelc2	73	39	951	258
ENSMUSG00000040322	Slc25a24	218	123	951	355
ENSMUSG00000045983	Eif4g1	659	400	930	951
ENSMUSG00000048175	Asb8	646	951	402	153
ENSMUSG00000019880	Rspo3	12	304	668	952
ENSMUSG00000079658	Tceb1	520	640	952	309
ENSMUSG00000003778	Brd8	953	357	579	449
ENSMUSG00000021484	Lman2	652	468	916	953
ENSMUSG00000029705	Cux1	321	232	633	953
ENSMUSG00000033966	Cdkl4	846	954	50	8
ENSMUSG00000036099	Vezt	954	303	607	357
ENSMUSG00000024359	Hspa9	570	625	626	955
ENSMUSG00000032002	Dcun1d5	886	412	955	337
ENSMUSG00000052581	Lrrtm4	956	92	953	368
ENSMUSG00000026202	Tuba4a	74	76	60	957
ENSMUSG00000026819	Slc25a25	152	433	292	957
ENSMUSG00000047648	Fbxo30	520	455	957	735
ENSMUSG00000087019	na	666	957	19	4
ENSMUSG00000004897	Hdgf	878	416	958	844
ENSMUSG00000048546	Tob2	636	520	695	958
ENSMUSG00000065037	na	514	180	959	558
ENSMUSG00000020366	Mapk9	960	530	931	430
ENSMUSG00000029207	Apbb2	595	423	960	822
ENSMUSG00000032500	Dclk3	12	960	49	57
ENSMUSG00000070348	Ccnd1	546	369	961	921
ENSMUSG00000081871	Gm11488	568	961	532	411
ENSMUSG00000021767	Myst4	924	614	962	728
ENSMUSG00000024782	Ak3	408	170	963	734
ENSMUSG00000027615	Hps3	963	339	316	180
ENSMUSG00000048878	Hexim1	963	536	892	370
ENSMUSG00000027193	Api5	899	925	965	834
ENSMUSG00000032562	Gnai2	461	295	645	965
ENSMUSG00000044573	Acp1	965	932	803	661
ENSMUSG00000016319	Slc25a5	488	679	602	966
ENSMUSG00000032434	Cmtm6	653	756	966	402
ENSMUSG00000053931	Cnn3	111	113	547	966
ENSMUSG00000031924	Cyb5b	686	458	967	781
ENSMUSG00000052419	2610001J05Rik	307	140	967	222
ENSMUSG00000016382	Pls3	72	69	968	854
ENSMUSG00000018425	Dhx40	623	513	968	450
ENSMUSG00000028194	Ddah1	968	727	427	632
ENSMUSG00000028218	Fam92a	968	586	325	167
ENSMUSG00000048696	Mex3d	209	191	968	887
ENSMUSG00000078453	3110003A17Rik	968	151	488	67
ENSMUSG00000029106	Add1	422	363	969	951
ENSMUSG00000054008	Ndst1	179	133	566	969
ENSMUSG00000087143	A830082K12Rik	673	46	969	71
ENSMUSG00000032959	Pebp1	258	570	610	970
ENSMUSG00000030452	Nipa2	971	480	814	615
ENSMUSG00000030862	Cpxm2	474	181	971	931
ENSMUSG00000040537	Adam22	855	683	971	492
ENSMUSG00000044950	Pwwp2a	971	387	730	261
ENSMUSG00000058355	Abce1	971	697	788	644
ENSMUSG00000020817	Rabep1	972	510	437	651
ENSMUSG00000027346	Gpcpd1	972	650	724	511
ENSMUSG00000027522	Stx16	772	410	972	352
ENSMUSG00000029110	Rnf4	553	415	817	972
ENSMUSG00000040055	Gjb6	972	367	770	215
ENSMUSG00000015522	Arnt	824	974	860	617
ENSMUSG00000036046	5031439G07Rik	244	228	396	974
ENSMUSG00000044948	Wdr96	481	974	26	7
ENSMUSG00000061778	Mospd2	528	212	974	396
ENSMUSG00000039047	Pigk	559	407	975	702
ENSMUSG00000033006	Sox10	42	32	235	976
ENSMUSG00000048376	F2r	976	633	660	639
ENSMUSG00000032826	Ank2	303	165	439	977
ENSMUSG00000027173	Depdc7	978	267	10	22
ENSMUSG00000024687	Osbp	979	695	429	503
ENSMUSG00000066551	Hmgb1	890	979	678	470
ENSMUSG00000018341	Il12rb2	980	391	411	76
ENSMUSG00000028603	Scp2	944	628	980	402
ENSMUSG00000032601	Prkar2a	782	980	466	440
ENSMUSG00000042772	Smg7	960	885	750	980
ENSMUSG00000007415	Gatad1	737	352	981	399
ENSMUSG00000090112	Shprh	981	377	798	499
ENSMUSG00000025898	Cwf19l2	466	356	982	299
ENSMUSG00000060961	Slc4a4	19	982	397	408
ENSMUSG00000063253	Scoc	726	982	633	285
ENSMUSG00000072511	Hhla1	28	917	20	982
ENSMUSG00000026867	Gapvd1	983	649	852	877
ENSMUSG00000042202	Slc35e2	557	666	983	681
ENSMUSG00000069045	Ddx3y	983	451	858	487
ENSMUSG00000090100	Ttbk2	983	678	907	424
ENSMUSG00000006527	Sfmbt1	984	510	461	275
ENSMUSG00000042129	Rassf4	753	205	580	984
ENSMUSG00000021771	Vdac2	745	662	985	941
ENSMUSG00000024127	Prepl	985	639	398	273
ENSMUSG00000026018	Ica1l	985	947	56	45
ENSMUSG00000035284	Vps13c	985	442	324	215
ENSMUSG00000060802	B2m	33	81	768	985
ENSMUSG00000083027	Gm13140	985	46	379	82
ENSMUSG00000028347	Tmeff1	177	87	986	505
ENSMUSG00000028826	Tmem57	583	410	986	565
ENSMUSG00000031119	Gpc4	140	138	341	986
ENSMUSG00000035168	Tanc1	986	866	681	753
ENSMUSG00000026643	Nmt2	612	355	987	685
ENSMUSG00000028419	Chmp5	526	407	987	531
ENSMUSG00000024048	Myl12a	225	284	908	988
ENSMUSG00000037503	Fam168b	487	461	988	775
ENSMUSG00000042572	Ube2q1	988	394	442	368
ENSMUSG00000048234	Rnf149	116	80	72	988
ENSMUSG00000025781	Atp5c1	617	458	812	989
ENSMUSG00000026159	Agfg1	990	730	764	348
ENSMUSG00000032115	Hyou1	715	466	663	990
ENSMUSG00000056427	Slit3	13	9	990	693
ENSMUSG00000027171	Prrg4	260	264	572	991
ENSMUSG00000018160	Med1	954	448	992	653
ENSMUSG00000081677	Mdk-ps1	81	1	992	18
ENSMUSG00000082209	Eif4a-ps4	204	406	224	992
ENSMUSG00000009291	Pttg1ip	382	296	478	993
ENSMUSG00000018548	Trim37	980	993	492	276
ENSMUSG00000042348	Arl15	993	441	649	242
ENSMUSG00000020205	Phlda1	382	241	994	750
ENSMUSG00000027775	Mfsd1	932	568	994	659
ENSMUSG00000039552	Rsph4a	292	994	83	35
ENSMUSG00000041731	Pgm5	61	54	994	206
ENSMUSG00000021930	6330409N04Rik	799	995	471	278
ENSMUSG00000026074	Map4k4	498	432	674	995
