ORF	AA147-1	AA147-2	AA147-3	Day1-1	Day1-2	Day1-3
NAT8	0.05	0.05	0.05	0.05	1	0.05
NAT8B	0.05	0.05	0.05	0.05	0.05	0.05
NAT8L	10	12	8	347	169	249
NAT9	264	291	340	319	303	320
NAT10	322	310	330	1590	1753	1531
NAT14	276	217	306	269	272	293
NAT16	0.05	1	0.05	4	3	3
NAV1	1094	1058	1192	1529	848	988
NAV2	1622	1458	1846	2958	1815	1693
NAV2-AS4	0.05	0.05	0.05	0.05	0.05	0.05
NAV2-AS5	0.05	0.05	0.05	0.05	0.05	0.05
NAV3	94	77	108	21	20	25
NBAS	780	720	852	736	578	534
NBEA	183	139	177	910	604	610
NBEAL1	169	218	256	83	74	63
NBEAL2	707	668	941	805	735	628
NBL1	434	149.64	279.27	18.171	0.05	39
NBN	703	688	727	1031	872	873
NBPF1	528	551	615	415	372	350
NBPF3	55	64	60	101	93	68
NBPF4	0.05	0.05	0.05	0.05	0.05	0.05
NBPF6	0.05	0.05	0.05	0.05	0.05	0.05
NBPF7	1	1	0.05	1	0.05	1
NBPF8	201	186	202	122	109	90
NBPF9	194	159	202	87	80	76
NBPF10	347	322	394	209	171	159
NBPF11	249	230	295	232	171	191
NBPF12	319	296	346	331	255	271
NBPF14	254	259	271	163	149	142
NBPF15	315	270	305	138	114	117
NBPF16	206	209	210	91	83	72
NBPF24	169	164	153	166	149	120
NBR1	935	1086	1185	1346	1371	1350
NBR2	0.05	0.05	0.05	0.05	0.05	0.05
NCALD	148	144	149	7	3	5
NCAM1	48	21	23	87	60	76
NCAM1-AS1	0.05	0.05	0.05	0.05	0.05	0.05
NCAM2	37	22	34	29	42	25
NCAN	0.05	0.05	0.05	46	51	38
NCAPD2	762	623	733	2567	2181	2350
NCAPD3	287	228	251	1052	986	904
NCAPG	324	224	223	1642	1484	1423
NCAPG2	290	217	240	1911	1599	1590
NCAPH	96	71	99	891	747	782
NCAPH2	427	390	521	802	854	791
NCBP1	870	853	951	1621	1532	1383
NCBP2	952	1047	1049	1586	1445	1422
NCBP2-AS2	0.05	0.05	0.05	0.05	0.05	0.05
NCCRP1	2	0.05	0.05	19	2	9
NCDN	270	253	287	812	920	870
NCEH1	141	133	107	44	47	41
NCF1	2	0.05	1	0.05	0.05	1
NCF2	106	118	117	0.05	0.05	2
NCF4	1	4	1	0.05	0.05	0.05
NCK1	229	239	234	337	344	298
NCK2	636	587	615	800	667	764
NCKAP1	3779	4021	4012	4259	4102	3901
NCKAP1L	0.05	0.05	0.05	0.05	2	0.05
NCKAP5	0.05	3	0.05	3	6	3
NCKAP5L	523	467	490	488	501	445
NCKIPSD	132	130	133	442	493	401
NCL	5584	5427	5815	23212	24935	23457
NCLN	1050	824	1080	1171	1242	1097
NCMAP	4	0.05	0.05	3	2	3
NCOA1	416	442	523	776	725	698
NCOA2	514	548	624	1198	1005	1042
NCOA3	820	823	875	641	446	461
NCOA4	1978	2485	2424	2506	2130	2252
NCOA5	425	404	452	744	637	724
NCOA6	741	734	806	744	681	550
NCOA7	340	476	465	213	216	190
NCOR1	1473	1475	1722	2323	1990	1846
NCOR2	3137	2303	2798	3885	2840	3265
NCR1	1	1	0.05	0.05	2	1
NCR2	0.05	0.05	0.05	0.05	0.05	0.05
NCR3	0.05	0.05	0.05	0.05	1	0.05
NCR3LG1	9	21	16	2	1	7
NCRNA00185	0.05	0.05	0.05	0.05	0.05	0.05
NCRUPAR	0.05	0.05	0.05	0.05	0.05	0.05
NCS1	813	791	796	514	433	452
NCSTN	2076	1918	2135	1055	1051	978
ND1	0.05	0.05	0.05	0.05	0.05	0.05
ND2	0.05	0.05	0.05	0.05	0.05	0.05
ND3	0.05	0.05	0.05	0.05	0.05	0.05
ND4	0.05	0.05	0.05	0.05	0.05	0.05
ND4L	0.05	0.05	0.05	0.05	0.05	0.05
ND5	0.05	0.05	0.05	0.05	0.05	0.05
ND6	0.05	0.05	0.05	0.05	0.05	0.05
NDC1	493	385	441	1759	1655	1504
NDC80	165	99	111	939	1167	1064
NDE1	260	203	249	318	250	280
NDEL1	741	813	848	350	330	308
NDFIP1	1748	1706	1891	963	1038	975
NDFIP2	1355	1398	1305	243	289	213
NDFIP2-AS1	0.05	0.05	0.05	0.05	0.05	0.05
NDN	519	453	518	360	344	328
NDNF	451	391	852	16	1	9
NDNL2	361	245	368	260	356	345
NDOR1	202.425	174.1	195.5	522.9	505.1	507.95
NDP	0.05	1	1	2	1	1
NDRG1	325	407	421	30	45	40
NDRG2	39	17	43	172	110	137
NDRG3	291	288	288	518	475	489
NDRG4	323	315	310	314	304	287
NDST1	5952	6618	6943	2426	1750	2003
NDST2	273	226	242	198	195	195
NDST3	288	388	554	15	12	14
NDST4	0.05	1	0.05	0.05	0.05	0.05
NDUFA1	352	431	486	388	463	494
NDUFA2	203	210	222	396	459	463
NDUFA3	130	117	124	234	213	257
NDUFA4	443	498	532	1169	1315	1318
NDUFA4L2	4	2	2	2	3	2
NDUFA5	483	494	515	906	1042	988
NDUFA6	364	413	445	808	985	974
NDUFA6-AS1	0.05	0.05	0.05	0.05	0.05	0.05
NDUFA7	140	149	155	265	320	295
NDUFA8	289	275	327	466	548	496
NDUFA9	582	453	473	935	1029	906
NDUFA10	518	477	582	727	739	742
NDUFA11	455	467	479	555	556	557
NDUFA12	280	270	311	479	553	556
NDUFA13	645	641	767	1098	1112	1132
NDUFAB1	327	370	387	1161	1407	1347
NDUFAF1	134	129	177	179	166	187
NDUFAF2	81	87	88	174	187	187
NDUFAF3	224	213	230	117	207	164
NDUFAF4	149	145	156	366	449	384
NDUFAF5	66	86	93	120	148	127
NDUFAF6	66	77	54	167	188	138
NDUFAF7	97	105	96	492	564	495
NDUFB1	134	161	157	348	314	350
NDUFB2	299	338	345	406	450	434
NDUFB2-AS1	0.05	0.05	0.05	0.05	0.05	0.05
NDUFB3	251	273	292	390	376	389
NDUFB4	501	469	502	1461	1223	1316
NDUFB5	427	467	451	817	857	877
NDUFB6	284	271	238	434	475	434
NDUFB7	318	271	335	468	474	420
NDUFB8	436	455	504	804	825	916
NDUFB9	520	475	581	1091	1247	1130
NDUFB10	380	412	392	974	1138	1115
NDUFB11	388	414	425	565	685	732
NDUFC1	216	219	222	463	414	473
NDUFC2	456.833	444.667	452.5	634	645	634.833
NDUFC2-KCTD14	258.567	214.533	250.9	408	345.667	362.167
NDUFS1	718	672	778	1209	1394	1262
NDUFS2	603	526	525	1182	1349	1266
NDUFS3	279	266	253	602	689	699
NDUFS4	318	378	416	528	479	473
NDUFS5	1178	1181	1286	2242	2464	2648
NDUFS6	380	302	387	827	951	967
NDUFS7	167	143	184	337	365	364
NDUFS8	300	226	307	545	590	586
NDUFV1	573	491	609	984	1131	1102
NDUFV2	352	351	357	870	955	911
NDUFV3	259	256	288	413	517	461
NEAT1	0.05	0.05	0.05	0.05	0.05	0.05
NEB	16	12	11	30	52	50
NEBL	494	344	358	620	236	301
NEBL-AS1	0.05	0.05	0.05	0.05	0.05	0.05
NECAB1	34	35	36	437	497	539
NECAB2	2	0.05	0.05	78	37	39
NECAB3	145	106	152	155	162	138
NECAP1	301	302	305	309	399	340
NECAP2	571	528	556	323	312	309
NEDD1	515	447	452	513	495	388
NEDD4	586	637	687	118	155	144
NEDD4L	1513	1907	1798	1490	1033	1119
NEDD8	530	504	545	795	797	798
NEDD8-MDP1	0.05	0.05	0.05	0.05	0.05	0.05
NEDD9	1198	1273	1413	17	18	12
NEFH	61	58	44	193	222	215
NEFL	9	6	2	408	345	362
NEFM	21	16	6	1600	875	1090
NEGR1	174	159	320	23	23	28
NEGR1-IT1	0.05	0.05	0.05	0.05	0.05	0.05
NEIL1	26	18	16	26	29	35
NEIL2	133	143	170	157	110	123
NEIL3	25	15	22	116	131	114
NEK1	330	327	318	464	396	342
NEK2	97	63	70	392	397	344
NEK3	136	160	170	126	143	101
NEK4	174	189	190	529	520	470
NEK5	1	4	2	2	4	1
NEK6	575	612	536	108	84	98
NEK7	681	908	742	232	245	203
NEK8	59	41	48	110	113	95
NEK9	659	688	658	1208	1074	1021
NEK10	1	0.05	2	4	9	5
NEK11	69	84	65	27	29	27
NELFA	256	214	258	642	746	699
NELFB	623	560	609	898	925	913
NELFCD	483	422	455	702	721	645
NELFE	438	448	476	924	1049	932
NELL1	2	0.05	0.05	1	2	2
NELL2	27	7	5	590	463	520
NEMF	794	792	871	950	849	807
NENF	174	209	228	132	160	185
NEO1	719	694	818	1196	786	901
NES	6955	5038	5966	7807	8463	8068
NET1	1370	1303	1392	933	821	791
NETO1	1	0.05	1	21	41	42
NETO2	221	144	130	390	229	242
NEU1	525	562	566	813	1255	1045
NEU2	0.05	0.05	0.05	0.05	0.05	0.05
NEU3	56	58	49	115	82	69
NEU4	0.05	0.05	0.05	8	2	3
NEURL	27	30	12	8	19	17
NEURL1B	134	91	133	134	71	104
NEURL2	7	11	12	37	42	40
NEURL4	359	336	401	711	819	649
NEUROD1	0.05	0.05	0.05	0.05	0.05	0.05
NEUROD2	0.05	1	0.05	3	1	2
NEUROD4	1	2	0.05	0.05	0.05	0.05
NEUROD6	0.05	0.05	0.05	0.05	0.05	0.05
NEUROG1	0.05	0.05	0.05	0.05	0.05	0.05
NEUROG2	0.05	0.05	0.05	4	0.05	2
NEUROG3	0.05	0.05	0.05	5	5	4
NEXN	825	925	1047	392	335	324
NEXN-AS1	0.05	0.05	0.05	0.05	0.05	0.05
NF1	1060	905	1048	1023	873	848
NF2	409	364	410	412	380	431
NFAM1	0.05	0.05	1	22	9	14
NFASC	17	8	4	77	67	76
NFAT5	1060	908	928	699	726	638
NFATC1	53	34	38	35	40	37
NFATC2	398	400	664	19	9	4
NFATC2IP	328	319	334	951	1032	877
NFATC3	437	401	411	633	612	575
NFATC4	392	257	451	522	579	578
NFE2	11	4	2	132	63	85
NFE2L1	4099	4002	4297	3236	3777	3643
NFE2L2	1006	1166	1192	653	829	688
NFE2L3	539	352	327	203	187	193
NFE4	0.05	0.05	0.05	0.05	1	0.05
NFIA	7	1	4	4	6	3
NFIB	25	31	25	84	75	87
NFIC	67.333	45.167	74.5	55.667	57.5	49.167
NFIL3	541	530	543	229	179	208
NFIX	25	26	29	7	0.05	2
NFKB1	401	494	531	127	113	125
NFKB2	603	610	749	499	547	461
NFKBIA	319	372	383	275	230	235
NFKBIB	68	68	64	179	239	230
NFKBID	24	23	20	42	54	39
NFKBIE	120	117	117	58	97	103
NFKBIL1	122	110	117	125	147	134
NFKBIZ	131.5	147	130	194	165	143.5
NFRKB	336	317	382	591	594	540
NFS1	204	187	194	248	316	297
NFU1	230	234	242	432	452	482
NFX1	561	555	583	871	961	847
NFXL1	246	249	254	559	445	432
NFYA	689	718	735	668	664	610
NFYB	180	191	215	852	749	766
NFYC	713	565	680	1009	1086	1011
NGB	0.05	0.05	0.05	0.05	3	1
NGDN	165	163	169	459	530	456
NGEF	5	7	2	12	10	15
NGF	63	52	52	3	6	7
NGFR	17	11	18	43	67	50
NGFRAP1	1931	1881	2058	4284	4938	4636
NGLY1	334	399	412	496	707	569
NGRN	838	980	1078	1462	1297	1360
NHEG1	0.05	0.05	0.05	0.05	0.05	0.05
NHEJ1	77	81	100	204	241	210
NHLH1	3	2	1	10	6	11
NHLH2	5	6	4	16	14	12
NHLRC1	28	22	28	24	19	29
NHLRC2	221	243	245	384	392	320
NHLRC3	247	293	275	251	189	179
NHLRC4	3	1	2	1	0.05	2
NHP2	312	314	392	762	805	851
NHP2L1	395	381	487	1064	1133	1129
NHS	54	17	19	711	366	446
NHSL1	310	226	302	412	344	332
NHSL2	74	81	102	62	28	28
NICN1	163	182	165	188	156	132
NID1	795	639	511	488	695	535
NID2	552	146	175	97	80	84
NIF3L1	166	153	161	551	652	558
NIM1	0.05	1	0.05	0.05	0.05	0.05
NIN	1114	1075	1208	588	450	384
NINJ1	94	127	110	137	153	146
NINJ2	7	2	2	3	3	7
NINL	372	338	421	900	427	492
NIP7	244	270	253	642	770	646
NIPA1	189	222	271	155	218	171
NIPA2	847	882	893	734	908	810
NIPAL1	59	64	71	15	22	22
NIPAL2	314	294	304	40	30	44
NIPAL3	791	863	967	215	182	211
NIPAL4	101	90	116	2	0.05	0.05
NIPBL	1053	1072	1198	2365	1875	1762
NIPSNAP1	953	929	1054	2637	2020	2146
NIPSNAP3A	283	323	300	186	190	205
NIPSNAP3B	8	5	11	7	4	9
NISCH	1355	1148	1258	1205	1007	961
NIT1	252	233	268	357	445	397
NIT2	238	225	225	379	463	412
NKAIN1	23	14	23	271	248	255
NKAIN2	1	2	4	3	7	3
NKAIN3	7	4	9	3	3	4
NKAIN4	1806	1413	1613	238	82	156
NKAP	189	251	237	311	328	271
NKAPL	0.05	1	0.05	2	3	1
NKD1	75	5	33	2	22	10
NKD2	8	0.05	3	22	27	24
NKG7	1	0.05	0.05	2	1	1
NKIRAS1	81	96	97	82	87	68
NKIRAS2	551	553	626	443	503	462
NKPD1	0.05	1	0.05	3	3	4
NKRF	160	176	169	298	272	219
NKTR	1302	1183	1148	2097	1919	1786
NKX1-2	0.05	0.05	0.05	44	39	55
NKX2-1	0.05	0.05	0.05	0.05	0.05	0.05
NKX2-1-AS1	0.05	0.05	0.05	0.05	0.05	0.05
NKX2-2	0.05	0.05	0.05	1	1	2
NKX2-3	0.05	0.05	2	0.05	0.05	0.05
NKX2-4	0.05	0.05	0.05	4	0.05	7
NKX2-5	2	2	0.05	0.05	0.05	0.05
NKX2-6	5	6	6	0.05	0.05	0.05
NKX2-8	0.05	1	0.05	0.05	0.05	0.05
NKX3-1	151	244	218	30	25	27
NKX3-2	12	5	6	0.05	0.05	0.05
NKX6-1	0.05	1	1	1	0.05	0.05
NKX6-2	0.05	0.05	0.05	8	3	7
NKX6-3	0.05	0.05	0.05	0.05	0.05	0.05
NLE1	106	119	106	385	438	385
NLGN1	4	5	3	100	102	116
NLGN2	291	134	171	1424	773	1024
NLGN3	8	14	8	154	88	149
NLGN4X	314	340	329	3102	2427	2822
NLGN4Y	12	16	25	179	118	135
NLGN4Y-AS1	0.05	0.05	0.05	0.05	0.05	0.05
NLK	366	352	342	691	835	790
NLN	936	1009	979	3434	2748	2794
NLRC3	7	9	5	22	19	13
NLRC4	5	4	3	8	4	8
NLRC5	9	10	6	14	29	16
NLRP1	26.303	35	31	2	3	0.05
NLRP2	1644	1274	1373	3121	2760	2846
NLRP3	13	9	16	0.05	0.05	1
NLRP4	0.05	0.05	0.05	1	2	0.05
NLRP5	0.05	0.05	0.05	0.05	0.05	0.05
NLRP6	0.05	0.05	0.05	4	2	2
NLRP7	54	21	34	80	55	98
NLRP8	0.05	0.05	0.05	0.05	0.05	0.05
NLRP9	3	0.05	0.05	1	2	0.05
NLRP10	12	17	16	0.05	1	1
NLRP11	0.05	0.05	0.05	0.05	0.05	0.05
NLRP12	0.05	0.05	0.05	15	31	31
NLRP13	0.05	0.05	0.05	0.05	0.05	0.05
NLRP14	0.05	0.05	0.05	2	1	2
NLRX1	111	82	145	209	202	195
NMB	10	18	9	39	61	63
NMBR	0.05	0.05	0.05	1	2	0.05
NMD3	774	837	882	848	763	715
NME1	533	560	658	1535	1722	1799
NME1-NME2	0.05	0.05	0.05	0.05	0.05	0.05
NME2	1587	1698	1860	2023	2453	2319
NME3	136	129	188	329	338	347
NME4	618	457	571	1210	1228	1163
NME5	4	4	3	15	11	10
NME6	97	121	132	98	96	89
NME7	91	82	113	271	256	237
NME8	0.05	0.05	1	0.05	0.05	2
NME9	4	3	0.05	5	5	4
NMI	165	195	199	211	168	163
NMNAT1	138	152	132	136	113	120
NMNAT2	24	24	26	247	157	176
NMNAT3	6	8	5	8	18	11
NMRAL1	212	254	284	370	346	320
NMRK1	131	162	145	71	60	57
NMRK2	0.05	0.05	0.05	644	1017	909
NMS	0.05	0.05	0.05	0.05	0.05	0.05
NMT1	1104	1132	1323	2010	2106	1950
NMT2	233	181	187	153	137	116
NMU	2	1	2	161	230	246
NMUR1	0.05	0.05	0.05	11	0.05	4
NMUR2	0.05	0.05	0.05	0.05	0.05	0.05
NNAT	236	187	255	389	270	286
NNMT	335	340	362	0.05	0.05	0.05
NNT	768	829	894	508	408	414
NNT-AS1	0.05	0.05	0.05	0.05	0.05	0.05
NOA1	237	243	267	463	443	431
NOB1	181	213	198	647	697	634
NOBOX	0.05	0.05	0.05	0.05	0.05	0.05
NOC2L	538	491	598	1563	1677	1586
NOC3L	257	273	254	588	547	542
NOC4L	113	84	101	327	418	390
NOD1	182	185	212	84	62	73
NOD2	1	0.05	0.05	3	0.05	0.05
NODAL	6	2	0.05	23	40	52
NOG	271	244	319	1	0.05	6
NOL3	101	88	88	46	52	38
NOL4	14	23	19	2	3	1
NOL6	539	490	558	870	1103	874
NOL7	515.924	512.784	512	843	1134	953
NOL8	335	334	372	741	613	661
NOL9	229	200	220	481	445	421
NOL10	369	371	387	763	850	779
NOL11	447	442	486	1862	1921	1779
NOL12	94	93	81	196	212	179
NOLC1	1019	1038	1184	4133	4750	4133
NOM1	291	281	296	593	532	504
NOMO1	1999	2018	2068	1434	1419	1317
NOMO2	3144	3301	3396	2003	1840	1891
NOMO3	1751	1774	1834	1155	1111	1089
NONO	2890	2781	3240	7584	6980	7128
NOP2	382	355	402	938	1152	1019
NOP9	434	411	488	896	794	814
NOP10	358	397	400	664	796	745
NOP14	369	381	411	991	953	911
NOP14-AS1	0.05	0.05	0.05	0.05	0.05	0.05
NOP16	95	98	113	419	615	487
NOP56	836	779	808	3352	3514	3371
NOP58	629	547	672	2580	2650	2454
NOS1	0.05	0.05	1	76	41	64
NOS1AP	12	10	10	71	55	67
NOS2	2	0.05	1	6	6	9
NOS3	16	11	9	29	32	23
NOSIP	198	203	220	474	488	510
NOSTRIN	4	4	5	6	4	10
NOTCH1	861	561	798	503	439	480
NOTCH2	2329	2113	2453	1042	819	772
NOTCH2NL	144	130	176	42	39	52
NOTCH3	969	545	1031	1778	1341	1404
NOTCH4	5	1	3	5	13	12
NOTO	0.05	0.05	0.05	5	3	3
NOTUM	44	21	84	67	12	28
NOV	2	0.05	0.05	19	18	13
NOVA1	23	15	13	175	225	183
NOVA2	1	0.05	0.05	36	29	38
NOX1	4	4	4	8	8	2
NOX3	0.05	0.05	0.05	0.05	0.05	0.05
NOX4	616	644	545	19	4	7
NOX5	2	2	1	2	1	0.05
NOXA1	24	32	38	19	17	12
NOXO1	10	5	10	11	7	9
NOXRED1	10	8	8	6	7	6
NPAP1	0.05	0.05	0.05	1	1	1
NPAS1	8	8	4	103	115	84
NPAS2	41	29	23	14	38	31
NPAS3	31	28	14	4	4	1
NPAS4	0.05	1	6	3	3	2
NPAT	265	257	261	547	517	468
NPB	8	11	7	5	4	8
NPBWR1	0.05	1	0.05	9	6	4
NPBWR2	0.05	0.05	0.05	0.05	0.05	0.05
NPC1	886	885	866	502	594	531
NPC1L1	0.05	0.05	0.05	3	0.05	0.05
NPC2	1475	1479	1587	1368	1261	1308
NPDC1	110	107	129	225	226	207
NPEPL1	488	499	482	432	367	371
NPEPPS	2395	2631	2568	2439	1962	2228
NPFF	9	2	13	6	8	7
NPFFR1	0.05	0.05	0.05	0.05	0.05	0.05
NPFFR2	74	87	94	16	12	20
NPHP1	23	15	14	41	37	39
NPHP3	520	529	505	187	159	171
NPHP3-ACAD11	0.05	0.05	0.05	0.05	0.05	0.05
NPHP3-AS1	0.05	0.05	0.05	0.05	0.05	0.05
NPHP4	90	71	49	248	195	178
NPHS1	0.05	0.05	0.05	4	7	11
NPHS2	0.05	0.05	0.05	0.05	0.05	0.05
NPIPA1	108	100	134	192	214	164
NPIPA2	92	71	71	151	158	158
NPIPA3	68	62	66	145	151	130
NPIPA5	188	154	170	277	270	281
NPIPA7	109	81	96	139	125	122
NPIPA8	86	74	79	125	100	88
NPIPB3	362	247	316	548	633	538
NPIPB4	261	237	243	452	446	391
NPIPB5	329	279	315	602	647	554
NPIPB6	27	23	22	30	16	18
NPIPB8	15	10	13	22	12	14
NPIPB9	16	7	15	16	15	16
NPIPB11	173	151	163	303	332	270
NPIPB15	138	106	115	76	90	71
NPL	21	13	4	25	46	30
NPLOC4	1244	1202	1436	1289	1718	1460
NPM1	2115	2116	2125	9292	9602	9873
NPM2	0.05	1	1	9	13	22
NPM3	146	134	173	551	676	736
NPNT	1128	1016	1558	19	17	18
NPPA	4	5	3	7	13	7
NPPA-AS1	0.05	0.05	0.05	0.05	0.05	0.05
NPPB	1029	1010	1053	1	6	3
NPPC	0.05	0.05	2	6	11	1
NPR1	6	1	1	27	35	39
NPR2	116	79	80	133	119	135
NPR3	25	1	3	0.05	4	0.05
NPRL2	101	100	102	176	173	168
NPRL3	231	204	248	546	513	456
NPS	0.05	0.05	0.05	0.05	0.05	0.05
NPSR1	0.05	0.05	2	0.05	0.05	0.05
NPSR1-AS1	0.05	0.05	0.05	0.05	0.05	0.05
NPTN	2673	2596	2828	1144	1216	1157
NPTN-IT1	0.05	0.05	0.05	0.05	0.05	0.05
NPTX1	10	6	6	46	365	552
NPTX2	23	12	17	153	45	80
NPTXR	79	59	59	132	130	127
NPVF	0.05	0.05	0.05	0.05	0.05	0.05
NPW	3	2	0.05	6	8	6
NPY	0.05	0.05	1	6	14	5
NPY1R	57	85	53	53	48	81
NPY2R	0.05	0.05	0.05	3	2	2
NPY4R	10	14	14	0.05	1	1
NPY5R	0.05	0.05	0.05	1	3	5
NQO1	777	821	605	975	1362	1301
NQO2	118	128	148	809	912	819
NR0B1	42	27	25	5	7	6
NR0B2	0.05	0.05	0.05	0.05	0.05	1
NR1D1	32	36	44	74	69	65
NR1D2	415	499	577	689	483	440
NR1H2	289	297	387	376	461	415
NR1H3	44	40	47	136	137	145
NR1H4	0.05	0.05	0.05	0.05	0.05	0.05
NR1I2	0.05	0.05	0.05	25	28	27
NR1I3	1	1	0.05	3	3	5
NR2C1	299	296	271	525	480	467
NR2C2	137	112	155	156	98	96
NR2C2AP	128	128	137	192	212	191
NR2E1	0.05	1	0.05	0.05	1	0.05
NR2E3	1	0.05	3	6	4	5
NR2F1	26	6	10	1	1	1
NR2F1-AS1	0.05	0.05	0.05	0.05	0.05	0.05
NR2F2	3150	2983	3195	5	2	2
NR2F2-AS1	0.05	0.05	0.05	0.05	0.05	0.05
NR2F6	752	645	782	996	892	977
NR3C1	288	301	252	126	185	189
NR3C2	15	14	11	28	43	38
NR4A1	77	75	93	39	50	52
NR4A2	1	5	2	1	2	3
NR4A3	17	11	31	0.05	2	2
NR5A1	0.05	1	0.05	5	0.05	4
NR5A2	47	11	4	16	25	27
NR6A1	51	32	40	2220	2094	2325
NRAP	0.05	0.05	0.05	0.05	1	0.05
NRARP	21	4	14	524	400	560
NRAS	1747	1793	1876	2099	1900	1838
NRBF2	298	273	294	421	381	421
NRBP1	1579	1714	1922	2080	2318	2072
NRBP2	337	294	331	255	250	228
NRCAM	84	101	87	337	105	160
NRD1	1690	1647	1765	4178	4042	3868
NRDE2	161	157	167	233	178	187
NREP	2455	2147	2670	2726	1771	2070
NREP-AS1	0.05	0.05	0.05	0.05	0.05	0.05
NRF1	134	106	155	304	329	311
NRG1	68	48	45	20	29	24
NRG1-IT3	0.05	0.05	0.05	0.05	0.05	0.05
NRG2	0.05	0.05	0.05	0.05	1	1
NRG3	2	1	1	45	45	39
NRG4	6	2	10	9	14	9
NRGN	4	2	2	6	8	13
NRIP1	655	602	696	580	606	482
NRIP2	12	13	17	21	23	15
NRIP3	34	22	23	76	141	119
NRK	1227	1046	1153	31	123	90
NRL	7	6	3	16	17	11
NRM	192	141	162	202	193	220
NRN1	1	0.05	0.05	0.05	6	2
NRN1L	0.05	1	2	34	36	38
NRON	0.05	0.05	0.05	0.05	0.05	0.05
NRP1	693	333	466	104	107	124
NRP2	711	476	556	865	569	661
NRROS	0.05	0.05	0.05	26	23	26
NRSN1	0.05	0.05	0.05	1	0.05	1
NRSN2	399	382	459	309	280	314
NRTN	16	4	1	13	7	20
NRXN1	3	2	0.05	246	148	153
NRXN2	1	0.05	1	39	31	50
NRXN3	132	141	122	118	54	64
NS3BP	0.05	0.05	0.05	0.05	0.05	0.05
NSA2	426	456	503	918	915	903
NSD1	1383	1449	1695	4008	3425	3317
NSDHL	267	311	282	285	299	290
NSF	451	420	439	485	452	442
NSFL1C	575	635	682	1156	1326	1165
NSG1	755	856	772	272	202	272
NSL1	209	171	225	621	706	613
NSMAF	478	430	538	677	554	584
NSMCE1	204	183	190	251	322	307
NSMCE2	146	154	147	198	227	232
NSMCE4A	174	169	187	678	707	593
NSMF	337	259	337	570	501	520
NSRP1	290	326	329	566	579	511
NSUN2	784	866	919	2065	2100	1923
NSUN3	37	47	50	43	50	31
NSUN4	114	138	160	240	201	217
NSUN5	223	222	210	527	628	509
NSUN6	70	58	82	173	118	152
NSUN7	58	73	67	218	191	196
NT5C	157	166	179	273	281	304
NT5C1A	0.05	0.05	0.05	0.05	0.05	0.05
NT5C1B	2.7	1.596	3.778	3.778	2.7	1.718
NT5C1B-RDH14	0.3	0.404	0.222	0.222	0.3	0.282
NT5C2	1159	1270	1220	797	669	614
NT5C3A	144	111	163	199	175	172
NT5C3B	245	252	296	506	449	501
NT5DC1	283	315	337	621	502	482
NT5DC2	2070	1917	2294	1868	1551	1550
NT5DC3	162	208	276	135	131	131
NT5E	102	83	102	4	14	9
NT5M	13	18	14	31	33	37
NTAN1	236	182	217	276	236	237
NTF3	6	5	5	14	3	7
NTF4	56	45	32	7	7	10
NTHL1	44	39	36	345	333	344
NTM	351	276	229	95	47	54
NTM-IT	0.05	0.05	0.05	0.05	0.05	0.05
NTMT1	68	69	80	133	142	144
NTN1	266	246	253	75	48	54
NTN3	1	1	1	4	4	2
NTN4	182	189	202	14	10	5
NTN5	3	3	6	7	0.05	5
NTNG1	21	20	20	34	18	39
NTNG2	26	17	43	24	15	36
NTPCR	153	161	178	527	535	620
NTRK1	2	2	2	1	1	0.05
NTRK2	487	790	846	21	11	11
NTRK3	12	10	9	37	42	43
NTRK3-AS1	0.05	0.05	0.05	0.05	0.05	0.05
NTS	1	0.05	1	16	23	40
NTSR1	2	0.05	0.05	3	5	3
NTSR2	0.05	0.05	0.05	1	0.05	0.05
NUAK1	1920	2380	2589	317	337	306
NUAK2	1370	1286	1395	274	272	174
NUB1	535	500	571	634	567	518
NUBP1	115	110	132	165	181	141
NUBP2	274	185	261	391	482	370
NUBPL	113	112	111	161	151	147
NUCB1	2110	1956	2256	1292	1160	1188
NUCB2	836	1001	981	402	424	357
NUCKS1	4507	4100	4960	13777	9127	9882
NUDC	581	594	710	1781	2038	1822
NUDCD1	335	318	371	764	742	693
NUDCD2	134	154	140	425	461	481
NUDCD3	713	751	811	751	675	666
NUDT1	67	47	47	318	316	346
NUDT2	126	125	105	147	166	136
NUDT3	221	199	185	542	617	595
NUDT4	320	276	227	635	596	608
NUDT5	315	287	262	829	782	770
NUDT6	2	7	7	13	21	26
NUDT7	27	22	23	116	104	103
NUDT8	21	18	28	19	29	29
NUDT9	368	349	379	566	580	584
NUDT10	18	6	11	256	164	186
NUDT11	76	61	54	438	313	324
NUDT12	195	224	222	327	359	315
NUDT13	36	35	27	64	63	65
NUDT14	80	72	78	109	70	69
NUDT15	181	207	199	655	654	665
NUDT16	339	299	290	545	385	441
NUDT16L1	164	113	164	295	362	416
NUDT17	3	8	10	12	10	6
NUDT18	59	67	67	17	16	13
NUDT19	127	140	165	50	40	61
NUDT21	1077	1136	1192	4141	3548	3441
NUDT22	104	89	108	161	149	140
NUF2	123	70	71	520	544	493
NUFIP1	66	78	81	297	327	310
NUFIP2	1521	1530	1578	3486	3090	3115
NUGGC	0.05	0.05	0.05	1	0.05	0.05
NUMA1	1732	1552	1815	2905	1999	2086
NUMB	613	621	675	798	724	631
